2023-02-05 15:56:38.979074,evgeniyPetro,Рациональные числа
2023-02-05 15:56:43.096089,evgeniyPetro,11 44
2023-02-05 15:56:46.171348,evgeniyPetro,*
2023-02-05 15:56:59.613003,evgeniyPetro,Комплексные числа
2023-02-05 15:57:02.349571,evgeniyPetro,12+3j 12+4j
2023-02-05 15:57:03.914025,evgeniyPetro,*
2023-02-05 15:58:35.515358,evgeniyPetro,Рациональные числа
2023-02-05 15:58:39.581039,evgeniyPetro,123 4324
2023-02-05 15:58:42.134987,evgeniyPetro,/
